time,prcp (mm/day),tmax (degrees C),tmin (degrees C),year,month
1996-10-31,7.7,9.649354838709677,-5.841612903225807,1996,10
1997-04-30,90.86,4.78,-9.420333333333334,1997,4
1997-05-31,33.58,12.24741935483871,-2.6287096774193546,1997,5
1997-06-30,110.78,17.055333333333333,1.5933333333333333,1997,6
1997-07-31,97.38,21.250645161290322,4.10258064516129,1997,7
1997-08-31,94.35000000000001,19.24258064516129,4.803225806451613,1997,8
1997-09-30,49.44,17.697333333333333,2.0073333333333334,1997,9
1997-10-31,54.16,9.755483870967742,-6.747741935483871,1997,10
1998-04-30,41.65,6.293333333333334,-8.871333333333332,1998,4
1998-05-31,5.48,15.214193548387096,-1.6625806451612903,1998,5
1998-06-30,11.23,18.596,1.7673333333333334,1998,6
1998-07-31,142.66,20.94,6.887741935483871,1998,7
1998-08-31,97.75,19.92096774193548,5.177096774193549,1998,8
1998-09-30,8.64,19.540000000000003,2.082,1998,9
1998-10-31,30.03,10.403225806451612,-4.227741935483871,1998,10
1999-04-30,133.8,5.733333333333333,-7.8196666666666665,1999,4
1999-05-31,65.55,12.983548387096775,-2.8009677419354837,1999,5
1999-06-30,42.3,18.599666666666668,2.0613333333333332,1999,6
1999-07-31,108.49,20.807096774193546,6.322258064516129,1999,7
1999-08-31,110.94999999999999,19.38225806451613,5.101935483870967,1999,8
1999-09-30,10.39,15.781333333333333,-0.6073333333333333,1999,9
1999-10-31,25.24,13.871935483870967,-5.67,1999,10
2000-04-30,30.619999999999997,11.487666666666666,-4.206333333333333,2000,4
2000-05-31,26.66,17.98967741935484,0.8793548387096775,2000,5
2000-06-30,30.830000000000002,21.236,3.5223333333333335,2000,6
2000-07-31,71.14,23.816451612903226,5.833548387096775,2000,7
2000-08-31,102.13,22.65,6.002903225806452,2000,8
2000-09-30,25.34,19.357000000000003,1.669,2000,9
2000-10-31,7.14,11.261935483870968,-3.8506451612903225,2000,10
2001-04-30,59.209999999999994,10.210666666666667,-5.215999999999999,2001,4
2001-05-31,58.9,14.581612903225805,-1.7916129032258064,2001,5
2001-06-30,33.17,20.630666666666666,2.3646666666666665,2001,6
2001-07-31,60.78,21.78774193548387,5.574838709677419,2001,7
2001-08-31,92.60000000000001,19.184193548387096,4.1567741935483875,2001,8
2001-09-30,27.68,19.043,0.9493333333333334,2001,9
2001-10-31,0.0,12.726451612903226,-4.33741935483871,2001,10
2002-04-30,0.0,12.070666666666666,-4.366333333333333,2002,4
2002-05-31,19.580000000000002,15.529354838709677,-2.258387096774194,2002,5
2002-06-30,47.129999999999995,22.41433333333333,3.6906666666666665,2002,6
2002-07-31,41.9,23.471612903225807,5.717741935483871,2002,7
2002-08-31,27.92,21.276774193548388,3.8341935483870966,2002,8
2002-09-30,68.12,15.647666666666668,0.7959999999999999,2002,9
2002-10-31,39.18,8.79516129032258,-6.06,2002,10
2003-04-30,27.72,9.577666666666666,-5.218,2003,4
2003-05-31,47.75,14.583870967741936,-1.8474193548387097,2003,5
2003-06-30,102.25,17.439333333333334,0.8576666666666666,2003,6
2003-07-31,88.16,24.6,5.177741935483871,2003,7
2003-08-31,107.44999999999999,20.71193548387097,5.184193548387097,2003,8
2003-09-30,31.88,16.128666666666668,-0.9223333333333333,2003,9
2003-10-31,15.86,13.393548387096773,-2.6703225806451614,2003,10
2004-04-30,107.86,7.030666666666666,-5.383,2004,4
2004-05-31,12.89,15.554193548387097,-2.547741935483871,2004,5
2004-06-30,97.82,18.336666666666666,1.2243333333333335,2004,6
2004-07-31,129.9,20.169677419354837,3.638709677419355,2004,7
2004-08-31,111.78,18.279677419354837,2.801290322580645,2004,8
2004-09-30,12.69,15.803666666666667,0.9593333333333334,2004,9
2004-10-31,44.129999999999995,9.78483870967742,-3.495483870967742,2004,10
2005-04-30,66.08,8.621,-5.573666666666667,2005,4
2005-05-31,35.11,13.899354838709677,-0.31612903225806455,2005,5
2005-06-30,41.93,17.755666666666666,2.7079999999999997,2005,6
2005-07-31,45.300000000000004,22.99967741935484,6.273225806451613,2005,7
2005-08-31,105.77,18.65741935483871,5.095806451612903,2005,8
2005-09-30,28.46,17.112000000000002,2.3236666666666665,2005,9
2005-10-31,51.010000000000005,11.070322580645161,-2.8906451612903226,2005,10
2006-04-30,40.629999999999995,10.164,-4.361666666666666,2006,4
2006-05-31,28.07,14.795483870967741,-0.13258064516129034,2006,5
2006-06-30,29.91,20.480666666666664,4.607333333333333,2006,6
2006-07-31,135.42000000000002,20.69451612903226,7.712580645161291,2006,7
2006-08-31,127.27000000000001,18.173548387096773,5.51516129032258,2006,8
2006-09-30,37.01,13.473333333333333,-0.946,2006,9
2006-10-31,77.81,8.729354838709678,-4.1658064516129025,2006,10
2007-04-30,59.89,7.640333333333333,-5.110666666666666,2007,4
2007-05-31,75.95,12.568387096774194,-1.2109677419354838,2007,5
2007-06-30,25.44,18.784666666666666,3.0966666666666667,2007,6
2007-07-31,105.71,21.692258064516132,6.4561290322580644,2007,7
2007-08-31,118.26,20.988387096774193,6.82258064516129,2007,8
2007-09-30,52.17,16.71333333333333,2.8573333333333335,2007,9
2007-10-31,12.030000000000001,11.208709677419355,-3.322903225806452,2007,10
2008-04-30,15.889999999999999,6.651333333333333,-7.9656666666666665,2008,4
2008-05-31,33.45,11.480967741935483,-2.700967741935484,2008,5
2008-06-30,20.09,19.23166666666667,1.6963333333333332,2008,6
2008-07-31,56.0,22.499032258064517,5.21516129032258,2008,7
2008-08-31,125.22,19.7758064516129,4.306774193548387,2008,8
2008-09-30,38.690000000000005,16.086,0.5593333333333333,2008,9
2008-10-31,18.79,11.061612903225807,-4.082903225806452,2008,10
2009-04-30,78.6,8.560666666666666,-6.335666666666667,2009,4
2009-05-31,101.00999999999999,15.344193548387098,0.10612903225806448,2009,5
2009-06-30,79.58,18.077333333333332,2.5133333333333336,2009,6
2009-07-31,104.6,22.15741935483871,4.812903225806451,2009,7
2009-08-31,52.41,20.955806451612904,3.5364516129032255,2009,8
2009-09-30,84.69,16.034666666666666,0.04333333333333326,2009,9
2009-10-31,55.75,7.493225806451613,-6.572903225806451,2009,10
2010-04-30,43.42,7.115333333333334,-4.843,2010,4
2010-05-31,23.07,11.98741935483871,-1.3138709677419353,2010,5
2010-06-30,42.97,19.944666666666667,4.661,2010,6
2010-07-31,82.01,21.249354838709678,6.7867741935483865,2010,7
2010-08-31,88.7,20.006451612903227,6.373870967741936,2010,8
2010-09-30,6.7,19.26966666666667,2.461,2010,9
2010-10-31,23.7,10.579032258064515,-2.391935483870968,2010,10
2011-04-30,24.01,7.544333333333333,-5.880666666666667,2011,4
2011-05-31,66.9,10.711612903225806,-2.314838709677419,2011,5
2011-06-30,11.879999999999999,20.259333333333334,3.7616666666666663,2011,6
2011-07-31,86.05,22.22774193548387,8.112580645161291,2011,7
2011-08-31,86.84,21.160967741935483,7.352258064516128,2011,8
2011-09-30,44.96,15.571333333333333,2.4856666666666665,2011,9
2011-10-31,46.85,9.204193548387096,-3.712258064516129,2011,10
2012-04-30,35.78,10.520333333333333,-3.4793333333333334,2012,4
2012-05-31,37.79,13.945483870967742,-0.5180645161290323,2012,5
2012-06-30,3.3600000000000003,22.070333333333334,5.598,2012,6
2012-07-31,149.74,21.541290322580643,7.53,2012,7
2012-08-31,38.239999999999995,20.537096774193547,6.333870967741936,2012,8
2012-09-30,41.44,16.165666666666667,2.016,2012,9
2012-10-31,12.31,10.550322580645162,-3.6296774193548385,2012,10
2013-04-30,23.54,5.715,-7.739,2013,4
2013-05-31,55.83,11.379354838709677,-1.702258064516129,2013,5
2013-06-30,15.399999999999999,20.709,4.180000000000001,2013,6
2013-07-31,86.02,20.706129032258065,6.5680645161290325,2013,7
2013-08-31,77.97,20.102580645161293,6.66774193548387,2013,8
2013-09-30,100.27000000000001,16.575333333333333,4.890333333333333,2013,9
2013-10-31,5.66,8.804516129032258,-4.441935483870967,2013,10
2014-04-30,45.01,6.861,-6.312333333333333,2014,4
2014-05-31,44.980000000000004,12.031290322580643,-1.1432258064516128,2014,5
2014-06-30,8.620000000000001,19.15533333333333,3.3853333333333335,2014,6
2014-07-31,108.63,20.475806451612904,6.984193548387096,2014,7
2014-08-31,49.07,18.15838709677419,5.303870967741935,2014,8
2014-09-30,85.03,17.18166666666667,3.533666666666667,2014,9
2014-10-31,47.150000000000006,11.843548387096773,-1.8048387096774194,2014,10
2015-04-30,65.28,7.950333333333333,-5.163333333333333,2015,4
2015-05-31,140.41,10.296129032258065,-1.2070967741935485,2015,5
2015-06-30,61.19,19.453666666666667,5.340333333333334,2015,6
2015-07-31,87.0,18.845806451612905,6.7212903225806455,2015,7
2015-08-31,59.19,20.376451612903224,6.260645161290323,2015,8
2015-09-30,8.72,18.656,3.5343333333333335,2015,9
2015-10-31,35.8,12.103870967741937,-0.42354838709677417,2015,10
2016-04-30,68.56,6.975,-5.346666666666667,2016,4
2016-05-31,28.62,11.682903225806452,-1.7893548387096774,2016,5
2016-06-30,91.06,20.837666666666667,5.288333333333333,2016,6
2016-07-31,43.15,21.973548387096773,7.446451612903226,2016,7
2016-08-31,68.59,18.22935483870968,4.974838709677419,2016,8
2016-09-30,26.19,17.111333333333334,2.457666666666667,2016,9
2016-10-31,15.41,13.086451612903225,-1.2409677419354839,2016,10
2017-04-30,40.54,7.558666666666666,-5.424333333333333,2017,4
2017-05-31,68.98,12.038064516129033,-1.6683870967741938,2017,5
2017-06-30,21.96,20.112333333333332,4.7396666666666665,2017,6
2017-07-31,108.97,20.90064516129032,7.040322580645161,2017,7
2017-08-31,51.7,18.705161290322582,5.180645161290323,2017,8
2017-09-30,57.99,15.908,3.3236666666666665,2017,9
2017-10-31,6.6899999999999995,10.52290322580645,-3.7683870967741937,2017,10
2018-04-30,26.05,8.469333333333333,-5.136333333333334,2018,4
2018-05-31,26.869999999999997,15.553225806451612,0.6229032258064515,2018,5
2018-06-30,8.06,21.639333333333333,4.924333333333333,2018,6
2018-07-31,93.05,22.60516129032258,6.9961290322580645,2018,7
2018-08-31,37.84,20.289032258064516,5.311935483870967,2018,8
2018-09-30,23.94,18.321,3.0313333333333334,2018,9
2018-10-31,35.790000000000006,7.935483870967742,-3.4654838709677422,2018,10
2019-04-30,22.71,8.502666666666666,-4.620333333333334,2019,4
2019-05-31,46.8,9.31258064516129,-3.144516129032258,2019,5
2019-06-30,29.38,17.091333333333335,2.5073333333333334,2019,6
2019-07-31,58.57,22.078709677419358,6.590322580645162,2019,7
2019-08-31,16.759999999999998,21.625806451612902,6.723225806451612,2019,8
2019-09-30,58.300000000000004,18.956666666666667,4.017666666666667,2019,9
2019-10-31,29.43,7.593548387096774,-7.32774193548387,2019,10
2020-04-30,20.86,7.911,-6.593,2020,4
2020-05-31,31.92,15.099677419354839,-0.6567741935483871,2020,5
2020-06-30,22.46,18.91033333333333,4.210333333333334,2020,6
2020-07-31,47.54,21.723870967741938,6.478709677419355,2020,7
2020-08-31,19.37,22.43903225806452,6.731612903225806,2020,8
2020-09-30,15.54,16.797666666666668,1.4643333333333333,2020,9
2020-10-31,13.46,12.185161290322581,-4.139032258064516,2020,10
2021-04-30,27.29,7.841666666666667,-6.692666666666667,2021,4
2021-05-31,87.53,12.46032258064516,-0.8099999999999999,2021,5
2021-06-30,50.12,20.55,5.119666666666666,2021,6
2021-07-31,95.37,21.57193548387097,7.437096774193549,2021,7
2021-08-31,45.89,20.791290322580643,6.500967741935484,2021,8
2021-09-30,28.77,19.033333333333335,3.427,2021,9
2021-10-31,11.35,10.658064516129032,-3.0161290322580645,2021,10
2022-04-30,28.740000000000002,7.9590000000000005,-5.794666666666667,2022,4
2022-05-31,53.56,12.95483870967742,-0.7506451612903225,2022,5
2022-06-30,24.02,19.329,4.959333333333333,2022,6
2022-07-31,93.42,21.67032258064516,7.89741935483871,2022,7
2022-08-31,134.05,19.845161290322583,6.833548387096775,2022,8
